Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club_Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release_Clause
211,178088,Juan Mata,30,https://cdn.sofifa.org/players/4/19/178088.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€24.5M,€160K,1984,Left,3.0,3.0,4.0,Medium/ Medium,Lean,Yes,RM,8.0,"Jan 25, 2014",,2019,5'7,139lbs,77,77,77,83,83,83,83,83,85,85,85,83,80,80,80,83,64,63,63,63,64,59,49,49,49,59,83.0,78.0,56.0,85.0,71.0,82.0,84.0,86.0,79.0,88.0,69.0,62.0,84.0,85.0,89.0,75.0,70.0,71.0,37.0,72.0,50.0,39.0,83.0,85.0,81.0,87.0,42.0,31.0,21.0,9.0,10.0,14.0,5.0,8.0,€45.3M
212,178086,Adán,31,https://cdn.sofifa.org/players/4/19/178086.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€15.5M,€55K,1299,Left,2.0,2.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jul 10, 2018",,2020,6'3,203lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,11.0,23.0,34.0,15.0,12.0,11.0,12.0,43.0,15.0,56.0,54.0,55.0,77.0,51.0,25.0,71.0,32.0,77.0,12.0,41.0,20.0,11.0,42.0,25.0,63.0,20.0,14.0,18.0,81.0,84.0,78.0,84.0,83.0,€31.8M
213,178005,Rui Patrício,30,https://cdn.sofifa.org/players/4/19/178005.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,Wolverhampton Wanderers,https://cdn.sofifa.org/teams/2/light/110.png,€16.5M,€74K,1352,Left,3.0,2.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jun 18, 2018",,2022,6'3,185lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,11.0,31.0,17.0,20.0,10.0,16.0,30.0,23.0,53.0,57.0,61.0,80.0,54.0,38.0,79.0,45.0,77.0,11.0,39.0,22.0,13.0,64.0,32.0,66.0,14.0,13.0,11.0,85.0,81.0,80.0,79.0,82.0,€31.4M
214,177683,Y. Sommer,29,https://cdn.sofifa.org/players/4/19/177683.png,Switzerland,https://cdn.sofifa.org/flags/47.png,83,84,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,€20M,€35K,1299,Right,3.0,4.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jul 1, 2014",,2021,6'0,174lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0,10.0,40.0,8.0,15.0,12.0,13.0,31.0,25.0,48.0,54.0,55.0,80.0,58.0,23.0,73.0,45.0,68.0,12.0,38.0,21.0,15.0,58.0,24.0,57.0,9.0,19.0,12.0,78.0,84.0,80.0,80.0,85.0,€35.5M
215,177610,Javi Martínez,29,https://cdn.sofifa.org/players/4/19/177610.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€20M,€94K,1948,Right,3.0,3.0,2.0,Medium/ Medium,Normal,Yes,CDM,8.0,"Aug 29, 2012",,2021,6'4,190lbs,67,67,67,65,67,67,67,65,69,69,69,67,76,76,76,67,78,84,84,84,78,79,87,87,87,79,60.0,43.0,87.0,77.0,58.0,60.0,46.0,45.0,74.0,74.0,49.0,53.0,53.0,83.0,48.0,76.0,85.0,74.0,84.0,62.0,90.0,87.0,51.0,75.0,52.0,80.0,85.0,86.0,86.0,5.0,12.0,9.0,11.0,8.0,€33M
216,177457,L. Bender,29,https://cdn.sofifa.org/players/4/19/177457.png,Germany,https://cdn.sofifa.org/flags/21.png,83,83,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€20M,€82K,2049,Right,3.0,3.0,2.0,High/ High,Lean,Yes,RB,8.0,"Aug 18, 2009",,2021,6'1,179lbs,73,73,73,74,75,75,75,74,76,76,76,75,80,80,80,75,82,84,84,84,82,82,85,85,85,82,69.0,59.0,78.0,79.0,57.0,72.0,49.0,47.0,74.0,75.0,66.0,67.0,65.0,83.0,63.0,74.0,77.0,86.0,76.0,71.0,79.0,86.0,69.0,76.0,52.0,83.0,88.0,86.0,82.0,12.0,6.0,7.0,12.0,7.0,€34M
217,176266,Lucas Leiva,31,https://cdn.sofifa.org/players/4/19/176266.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€17.5M,€64K,2095,Right,3.0,3.0,3.0,Medium/ High,Normal,Yes,LDM,6.0,"Jul 18, 2017",,2020,5'10,172lbs,74,74,74,75,76,76,76,75,78,78,78,77,81,81,81,77,80,84,84,84,80,80,82,82,82,80,63.0,62.0,72.0,82.0,59.0,77.0,74.0,47.0,81.0,78.0,67.0,67.0,78.0,82.0,80.0,77.0,82.0,80.0,67.0,66.0,80.0,87.0,66.0,81.0,61.0,86.0,82.0,82.0,78.0,10.0,8.0,8.0,5.0,6.0,€29.8M
218,163705,S. Mandanda,33,https://cdn.sofifa.org/players/4/19/163705.png,France,https://cdn.sofifa.org/flags/18.png,83,83,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,€13M,€51K,1218,Right,3.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,16.0,"Jul 11, 2017",,2020,6'1,181lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,13.0,13.0,37.0,13.0,15.0,13.0,12.0,28.0,17.0,53.0,43.0,52.0,80.0,36.0,24.0,74.0,31.0,61.0,11.0,37.0,23.0,11.0,55.0,11.0,64.0,13.0,15.0,13.0,86.0,81.0,70.0,79.0,84.0,€24.7M
219,162895,Cesc Fàbregas,31,https://cdn.sofifa.org/players/4/19/162895.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€22M,€140K,2040,Right,4.0,3.0,3.0,High/ Medium,Normal,Yes,CM,4.0,"Jul 1, 2014",,2019,5'10,170lbs,77,77,77,79,80,80,80,79,83,83,83,80,82,82,82,80,71,73,73,73,71,69,65,65,65,69,85.0,72.0,74.0,90.0,81.0,79.0,78.0,81.0,89.0,85.0,56.0,54.0,62.0,81.0,75.0,77.0,63.0,56.0,61.0,70.0,45.0,50.0,72.0,91.0,78.0,92.0,64.0,59.0,58.0,6.0,10.0,8.0,15.0,15.0,€40.7M
220,162240,M. Dembélé,30,https://cdn.sofifa.org/players/4/19/162240.png,Belgium,https://cdn.sofifa.org/flags/7.png,83,83,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€24M,€120K,2177,Left,3.0,2.0,4.0,Medium/ Medium,Normal,Yes,CM,19.0,"Aug 1, 2012",,2019,6'1,181lbs,79,79,79,81,82,82,82,81,83,83,83,81,84,84,84,81,80,84,84,84,80,79,82,82,82,79,65.0,66.0,70.0,86.0,73.0,89.0,65.0,55.0,80.0,89.0,72.0,72.0,79.0,83.0,76.0,81.0,75.0,70.0,89.0,70.0,79.0,82.0,70.0,80.0,63.0,90.0,75.0,82.0,70.0,16.0,14.0,11.0,16.0,14.0,€44.4M
221,156616,F. Ribéry,35,https://cdn.sofifa.org/players/4/19/156616.png,France,https://cdn.sofifa.org/flags/18.png,83,83,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€11.5M,€72K,1929,Right,4.0,4.0,5.0,Medium/ Medium,Normal,Yes,LM,7.0,"Jul 1, 2007",,2019,5'7,159lbs,77,77,77,83,82,82,82,83,84,84,84,83,77,77,77,83,62,60,60,60,62,57,46,46,46,57,80.0,74.0,41.0,83.0,79.0,84.0,83.0,81.0,74.0,87.0,78.0,78.0,84.0,83.0,90.0,75.0,34.0,58.0,60.0,71.0,51.0,33.0,77.0,84.0,78.0,85.0,31.0,25.0,26.0,15.0,6.0,9.0,7.0,10.0,€19M
222,104389,R. Jarstein,33,https://cdn.sofifa.org/players/4/19/104389.png,Norway,https://cdn.sofifa.org/flags/36.png,83,83,Hertha BSC,https://cdn.sofifa.org/teams/2/light/166.png,€13M,€33K,1191,Right,2.0,4.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jan 1, 2014",,2021,6'3,181lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,13.0,16.0,34.0,16.0,11.0,10.0,14.0,34.0,23.0,40.0,46.0,35.0,76.0,45.0,21.0,59.0,31.0,70.0,18.0,34.0,19.0,15.0,37.0,13.0,55.0,12.0,11.0,13.0,79.0,82.0,76.0,86.0,84.0,€22.1M
223,53302,D. De Rossi,34,https://cdn.sofifa.org/players/4/19/53302.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Roma,https://cdn.sofifa.org/teams/2/light/52.png,€8M,€80K,2101,Right,3.0,4.0,2.0,Medium/ High,Normal,Yes,RDM,16.0,"Jul 1, 2002",,2019,6'0,183lbs,71,71,71,69,71,71,71,69,73,73,73,71,78,78,78,71,79,84,84,84,79,80,85,85,85,80,57.0,50.0,81.0,81.0,74.0,64.0,62.0,71.0,80.0,77.0,63.0,67.0,64.0,80.0,72.0,81.0,77.0,74.0,81.0,72.0,84.0,87.0,55.0,71.0,75.0,87.0,90.0,82.0,80.0,10.0,7.0,13.0,10.0,9.0,€13.6M
224,24630,Pepe Reina,35,https://cdn.sofifa.org/players/4/19/24630.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€6M,€56K,1299,Right,3.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,25.0,"Jul 2, 2018",,2021,6'2,203lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,14.0,13.0,19.0,11.0,10.0,11.0,11.0,22.0,23.0,50.0,63.0,50.0,82.0,60.0,24.0,73.0,34.0,72.0,15.0,32.0,22.0,13.0,65.0,24.0,64.0,20.0,22.0,24.0,80.0,83.0,82.0,82.0,82.0,€10.2M
225,236583,J. Pavlenka,26,https://cdn.sofifa.org/players/4/19/236583.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,82,85,SV Werder Bremen,https://cdn.sofifa.org/teams/2/light/38.png,€19.5M,€30K,1060,Right,1.0,3.0,1.0,Medium/ Medium,Lean,No,GK,1.0,"Jul 1, 2017",,2021,6'5,179lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,16.0,14.0,28.0,19.0,12.0,10.0,14.0,17.0,19.0,35.0,37.0,39.0,78.0,27.0,21.0,36.0,20.0,68.0,17.0,22.0,13.0,14.0,25.0,18.0,39.0,12.0,10.0,14.0,85.0,78.0,68.0,78.0,85.0,€34.6M
226,235243,M. de Ligt,18,https://cdn.sofifa.org/players/4/19/235243.png,Netherlands,https://cdn.sofifa.org/flags/34.png,82,91,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,€27M,€11K,1937,Right,2.0,4.0,2.0,Medium/ Medium,Normal,Yes,RCB,3.0,"Oct 24, 2016",,2021,6'2,196lbs,68,68,68,65,67,67,67,65,67,67,67,67,72,72,72,67,75,79,79,79,75,77,82,82,82,77,57.0,53.0,81.0,75.0,40.0,65.0,48.0,55.0,72.0,73.0,62.0,72.0,56.0,77.0,59.0,79.0,80.0,74.0,87.0,64.0,79.0,79.0,44.0,63.0,40.0,77.0,84.0,84.0,79.0,12.0,11.0,11.0,12.0,10.0,€43.2M
227,231866,Rodri,22,https://cdn.sofifa.org/players/4/19/231866.png,Spain,https://cdn.sofifa.org/flags/45.png,82,87,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€29M,€59K,2055,Right,1.0,3.0,4.0,Medium/ High,Lean,Yes,CM,16.0,"Jul 1, 2018",,2023,6'3,181lbs,75,75,75,76,77,77,77,76,79,79,79,77,82,82,82,77,78,80,80,80,78,77,77,77,77,77,63.0,64.0,75.0,83.0,59.0,77.0,65.0,54.0,80.0,82.0,70.0,66.0,69.0,79.0,72.0,70.0,69.0,86.0,75.0,76.0,63.0,80.0,75.0,83.0,46.0,78.0,71.0,80.0,74.0,10.0,10.0,7.0,14.0,8.0,€61.6M
228,230658,Arthur,21,https://cdn.sofifa.org/players/4/19/230658.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,90,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€32.5M,€125K,2120,Right,1.0,3.0,4.0,Medium/ Medium,Normal,No,LCM,8.0,"Jul 9, 2018",,2024,5'7,161lbs,75,75,75,79,80,80,80,79,81,81,81,80,82,82,82,80,77,78,78,78,77,75,73,73,73,75,70.0,72.0,58.0,85.0,63.0,82.0,68.0,60.0,80.0,83.0,68.0,70.0,79.0,81.0,86.0,76.0,83.0,78.0,62.0,74.0,73.0,75.0,77.0,82.0,69.0,84.0,65.0,76.0,70.0,6.0,13.0,13.0,11.0,12.0,€73.1M
229,230621,G. Donnarumma,19,https://cdn.sofifa.org/players/4/19/230621.png,Italy,https://cdn.sofifa.org/flags/27.png,82,93,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€29M,€23K,1278,Right,3.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,22.0,"Jul 1, 2015",,2021,6'5,198lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,12.0,34.0,8.0,28.0,12.0,14.0,24.0,28.0,46.0,54.0,64.0,74.0,38.0,24.0,72.0,34.0,72.0,18.0,30.0,26.0,14.0,50.0,24.0,68.0,20.0,14.0,16.0,88.0,78.0,72.0,78.0,88.0,€55.1M
230,230258,Rosberto Dourado,30,https://cdn.sofifa.org/players/4/19/230258.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,Atlético Mineiro,https://cdn.sofifa.org/teams/2/light/1035.png,€16.5M,€46K,2061,Right,1.0,4.0,2.0,High/ Medium,Lean,No,RCM,13.0,"Jan 1, 2018",,2018,5'9,154lbs,69,69,69,73,73,73,73,73,75,75,75,76,79,79,79,76,81,82,82,82,81,82,80,80,80,82,61.0,53.0,70.0,82.0,57.0,77.0,54.0,57.0,78.0,76.0,80.0,81.0,72.0,80.0,80.0,60.0,43.0,93.0,68.0,59.0,75.0,82.0,58.0,77.0,77.0,81.0,83.0,86.0,80.0,15.0,14.0,14.0,10.0,9.0,€31.4M
231,230225,Juiano Mestres,34,https://cdn.sofifa.org/players/4/19/230225.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,Cruzeiro,https://cdn.sofifa.org/teams/2/light/568.png,€6.5M,€39K,2003,Right,1.0,3.0,2.0,High/ Medium,Normal,No,RCB,3.0,"Jan 1, 2018",,2021,5'11,181lbs,68,68,68,62,65,65,65,62,63,63,63,63,66,66,66,63,73,75,75,75,73,76,82,82,82,76,40.0,56.0,83.0,67.0,63.0,60.0,72.0,58.0,58.0,64.0,68.0,74.0,61.0,78.0,63.0,74.0,91.0,76.0,79.0,61.0,86.0,82.0,58.0,50.0,62.0,70.0,77.0,85.0,84.0,18.0,12.0,14.0,11.0,18.0,€12.4M
232,230168,Raphaelito Anjos,30,https://cdn.sofifa.org/players/4/19/230168.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,Grêmio,https://cdn.sofifa.org/teams/2/light/1629.png,€14M,€32K,1191,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jan 1, 2018",,2021,6'3,187lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,8.0,11.0,18.0,8.0,9.0,9.0,18.0,16.0,21.0,41.0,42.0,34.0,82.0,41.0,21.0,67.0,29.0,79.0,7.0,34.0,23.0,27.0,71.0,14.0,67.0,20.0,17.0,13.0,79.0,84.0,77.0,83.0,78.0,€25.2M
233,227055,Gelson Martins,23,https://cdn.sofifa.org/players/4/19/227055.png,Portugal,https://cdn.sofifa.org/flags/38.png,82,87,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€29.5M,€59K,2023,Right,3.0,3.0,5.0,High/ Medium,Lean,No,RM,18.0,"Jul 25, 2018",,2023,5'8,159lbs,77,77,77,84,82,82,82,84,82,82,82,84,76,76,76,84,71,65,65,65,71,68,56,56,56,68,81.0,66.0,51.0,78.0,74.0,85.0,82.0,60.0,55.0,83.0,95.0,94.0,94.0,83.0,92.0,72.0,65.0,87.0,48.0,69.0,60.0,43.0,82.0,79.0,66.0,85.0,54.0,46.0,36.0,12.0,9.0,7.0,6.0,9.0,€62.7M
234,224411,Gonçalo Guedes,21,https://cdn.sofifa.org/players/4/19/224411.png,Portugal,https://cdn.sofifa.org/flags/38.png,82,86,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€29M,€36K,2006,Right,1.0,3.0,4.0,High/ Low,Normal,Yes,LM,17.0,"Aug 29, 2018",,2024,5'10,150lbs,78,78,78,82,82,82,82,82,81,81,81,82,75,75,75,82,65,61,61,61,65,61,52,52,52,61,76.0,75.0,60.0,77.0,71.0,86.0,76.0,70.0,68.0,81.0,89.0,90.0,85.0,80.0,78.0,81.0,65.0,81.0,62.0,77.0,67.0,50.0,77.0,77.0,69.0,80.0,24.0,34.0,30.0,9.0,12.0,11.0,9.0,9.0,€63.1M
235,223959,L. Torreira,22,https://cdn.sofifa.org/players/4/19/223959.png,Uruguay,https://cdn.sofifa.org/flags/60.png,82,87,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€25M,€98K,2111,Right,2.0,3.0,3.0,Medium/ High,Normal,No,LCM,14.0,"Jul 12, 2018",,2023,5'6,141lbs,70,70,70,76,75,75,75,76,77,77,77,77,80,80,80,77,82,83,83,83,82,81,79,79,79,81,74.0,50.0,55.0,83.0,65.0,78.0,66.0,76.0,77.0,81.0,81.0,74.0,83.0,79.0,93.0,78.0,52.0,85.0,66.0,74.0,85.0,87.0,65.0,74.0,48.0,78.0,84.0,84.0,75.0,5.0,5.0,13.0,7.0,9.0,€49.4M
236,222737,Malcom,21,https://cdn.sofifa.org/players/4/19/222737.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,89,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€31.5M,€140K,1984,Left,2.0,4.0,4.0,Medium/ Medium,Normal,No,RW,14.0,"Jul 24, 2018",,2023,5'8,163lbs,79,79,79,84,83,83,83,84,84,84,84,83,77,77,77,83,60,57,57,57,60,55,45,45,45,55,79.0,75.0,57.0,82.0,71.0,85.0,77.0,81.0,73.0,85.0,87.0,82.0,92.0,80.0,84.0,85.0,58.0,74.0,64.0,85.0,53.0,26.0,79.0,83.0,68.0,78.0,21.0,28.0,17.0,8.0,14.0,15.0,7.0,9.0,€70.9M
237,221087,Pau López,23,https://cdn.sofifa.org/players/4/19/221087.png,Spain,https://cdn.sofifa.org/flags/45.png,82,87,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,€21.5M,€21K,1319,Left,1.0,3.0,1.0,Medium/ Medium,Lean,Yes,GK,23.0,"Jul 4, 2018",,2023,6'2,170lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,19.0,15.0,38.0,17.0,18.0,23.0,21.0,41.0,16.0,45.0,52.0,40.0,74.0,57.0,21.0,68.0,42.0,52.0,18.0,39.0,16.0,20.0,62.0,25.0,62.0,19.0,20.0,11.0,81.0,82.0,79.0,83.0,81.0,€46.8M
238,220814,L. Hernández,22,https://cdn.sofifa.org/players/4/19/220814.png,France,https://cdn.sofifa.org/flags/18.png,82,88,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€25.5M,€53K,1953,Left,1.0,3.0,3.0,Medium/ High,Normal,Yes,LB,21.0,"Jul 1, 2015",,2024,6'0,168lbs,67,67,67,70,69,69,69,70,70,70,70,73,72,72,72,73,82,80,80,80,82,83,83,83,83,83,78.0,42.0,83.0,80.0,38.0,65.0,53.0,28.0,63.0,79.0,80.0,84.0,70.0,80.0,67.0,62.0,83.0,82.0,76.0,47.0,86.0,81.0,57.0,61.0,34.0,76.0,76.0,83.0,86.0,10.0,7.0,8.0,14.0,10.0,€57.4M
239,220440,C. Lenglet,23,https://cdn.sofifa.org/players/4/19/220440.png,France,https://cdn.sofifa.org/flags/18.png,82,88,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€26M,€135K,1775,Left,1.0,4.0,2.0,Medium/ High,Lean,Yes,LCB,15.0,"Jul 12, 2018",,2023,6'1,179lbs,59,59,59,60,62,62,62,60,64,64,64,64,70,70,70,64,74,79,79,79,74,77,82,82,82,77,36.0,23.0,78.0,78.0,24.0,60.0,25.0,27.0,69.0,76.0,72.0,73.0,62.0,79.0,60.0,58.0,79.0,73.0,80.0,35.0,80.0,82.0,47.0,60.0,43.0,74.0,85.0,82.0,81.0,10.0,10.0,9.0,12.0,7.0,€58.5M
240,216354,A. Kramarić,27,https://cdn.sofifa.org/players/4/19/216354.png,Croatia,https://cdn.sofifa.org/flags/10.png,82,83,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,€26M,€54K,2013,Right,2.0,4.0,4.0,Medium/ Medium,Normal,Yes,LCM,27.0,"Jan 16, 2015",,2022,5'10,161lbs,82,82,82,83,83,83,83,83,81,81,81,80,72,72,72,80,60,55,55,55,60,55,49,49,49,55,75.0,86.0,69.0,79.0,84.0,87.0,79.0,74.0,53.0,86.0,78.0,72.0,82.0,81.0,82.0,82.0,69.0,76.0,68.0,80.0,73.0,21.0,84.0,66.0,88.0,79.0,35.0,20.0,26.0,8.0,14.0,14.0,7.0,15.0,€46.2M
241,216267,A. Robertson,24,https://cdn.sofifa.org/players/4/19/216267.png,Scotland,https://cdn.sofifa.org/flags/42.png,82,87,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€24.5M,€98K,2023,Left,1.0,2.0,3.0,High/ High,Lean,Yes,LB,3.0,"Jul 21, 2017",,2021,5'10,141lbs,70,70,70,76,74,74,74,76,75,75,75,78,76,76,76,78,83,79,79,79,83,82,77,77,77,82,86.0,57.0,63.0,76.0,32.0,76.0,74.0,30.0,68.0,78.0,81.0,86.0,78.0,81.0,74.0,67.0,59.0,89.0,66.0,60.0,78.0,80.0,66.0,74.0,55.0,73.0,80.0,81.0,78.0,11.0,8.0,10.0,7.0,14.0,€48.4M
242,216194,Dani García,28,https://cdn.sofifa.org/players/4/19/216194.png,Spain,https://cdn.sofifa.org/flags/45.png,82,83,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,€20M,€33K,1940,Right,2.0,3.0,3.0,Medium/ High,Stocky,Yes,RCM,16.0,"Jul 2, 2018",,2022,5'11,176lbs,64,64,64,66,68,68,68,66,72,72,72,69,79,79,79,69,74,82,82,82,74,73,76,76,76,73,55.0,51.0,46.0,86.0,52.0,66.0,61.0,57.0,81.0,81.0,53.0,35.0,67.0,72.0,72.0,74.0,65.0,88.0,75.0,58.0,88.0,82.0,60.0,76.0,58.0,71.0,72.0,81.0,77.0,6.0,14.0,14.0,6.0,11.0,€43.5M
243,212404,F. Bernardeschi,24,https://cdn.sofifa.org/players/4/19/212404.png,Italy,https://cdn.sofifa.org/flags/27.png,82,87,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€29.5M,€110K,2096,Left,2.0,3.0,5.0,High/ High,Lean,Yes,RM,20.0,"Jul 24, 2017",,2022,6'1,170lbs,77,77,77,83,82,82,82,83,83,83,83,83,80,80,80,83,73,70,70,70,73,70,61,61,61,70,82.0,70.0,50.0,82.0,74.0,86.0,82.0,80.0,72.0,87.0,83.0,83.0,85.0,80.0,79.0,82.0,49.0,80.0,63.0,82.0,52.0,66.0,78.0,80.0,72.0,83.0,65.0,46.0,42.0,14.0,15.0,10.0,13.0,12.0,€50.9M
244,212194,J. Brandt,22,https://cdn.sofifa.org/players/4/19/212194.png,Germany,https://cdn.sofifa.org/flags/21.png,82,88,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€30.5M,€68K,1905,Right,2.0,4.0,4.0,Medium/ Medium,Lean,Yes,LM,10.0,"Jan 1, 2014",,2021,6'1,185lbs,77,77,77,83,82,82,82,83,83,83,83,82,76,76,76,82,61,58,58,58,61,56,45,45,45,56,77.0,78.0,42.0,82.0,66.0,87.0,72.0,59.0,69.0,85.0,78.0,84.0,82.0,80.0,78.0,80.0,63.0,73.0,69.0,78.0,42.0,29.0,78.0,83.0,54.0,69.0,38.0,20.0,24.0,11.0,16.0,11.0,8.0,9.0,€58M
245,211320,D. Rugani,23,https://cdn.sofifa.org/players/4/19/211320.png,Italy,https://cdn.sofifa.org/flags/27.png,82,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€24.5M,€95K,1705,Right,2.0,3.0,2.0,Low/ Medium,Lean,Yes,CB,15.0,"Feb 4, 2015",,2021,6'3,185lbs,57,57,57,56,57,57,57,56,58,58,58,58,63,63,63,58,72,76,76,76,72,75,82,82,82,75,40.0,33.0,80.0,65.0,35.0,64.0,45.0,25.0,59.0,65.0,56.0,67.0,59.0,78.0,53.0,58.0,81.0,67.0,79.0,39.0,72.0,86.0,28.0,50.0,36.0,70.0,87.0,86.0,82.0,5.0,10.0,5.0,5.0,5.0,€42.3M
246,210617,Samu Castillejo,23,https://cdn.sofifa.org/players/4/19/210617.png,Spain,https://cdn.sofifa.org/flags/45.png,82,86,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€29M,€94K,1968,Left,2.0,2.0,4.0,Medium/ High,Lean,Yes,RM,7.0,"Aug 17, 2018",,2023,6'0,148lbs,76,76,76,83,82,82,82,83,83,83,83,82,77,77,77,82,65,63,63,63,65,61,52,52,52,61,81.0,77.0,43.0,80.0,58.0,85.0,78.0,75.0,77.0,83.0,85.0,86.0,83.0,82.0,78.0,78.0,63.0,55.0,50.0,73.0,48.0,50.0,81.0,81.0,59.0,71.0,45.0,43.0,25.0,13.0,16.0,15.0,8.0,14.0,€51.5M
247,210514,João Cancelo,24,https://cdn.sofifa.org/players/4/19/210514.png,Portugal,https://cdn.sofifa.org/flags/38.png,82,88,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€25.5M,€95K,2174,Right,2.0,3.0,4.0,High/ Medium,Lean,No,RB,2.0,"Jul 1, 2018",,2023,6'0,163lbs,76,76,76,81,80,80,80,81,80,80,80,83,80,80,80,83,84,80,80,80,84,83,77,77,77,83,85.0,58.0,64.0,78.0,62.0,84.0,83.0,69.0,75.0,83.0,91.0,91.0,78.0,82.0,74.0,80.0,73.0,89.0,66.0,66.0,73.0,77.0,78.0,74.0,46.0,77.0,79.0,79.0,79.0,6.0,9.0,15.0,14.0,14.0,€47.2M
