Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Serbia,SRB,..,4.25571327,6.15952138,5.4253014,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Seychelles,SYC,..,3.78593794,3.09577593,3.28902884,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Sierra Leone,SLE,..,3.03183046,1.23326655,1.64209746,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Singapore,SGP,..,1.21778499,1.37702762,2.20584812,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Slovak Republic,SVK,..,..,5.60960411,5.48920641,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Slovenia,SVN,..,..,6.28337986,6.09098004,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Solomon Islands,SLB,..,4.90049536,4.31862655,4.97843849,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Somalia,SOM,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,South Africa,ZAF,..,2.73613655,3.9136441,4.39207793,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,South Sudan,SSD,..,..,..,0.53501375,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Spain,ESP,..,..,6.74691229,6.51006183,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Sri Lanka,LKA,..,2.69562181,1.56387668,1.59328493,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,St. Kitts and Nevis,KNA,..,2.0099232,2.22446865,2.1095301,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,St. Lucia,LCA,..,2.09148735,2.04650824,2.50081914,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,St. Vincent and the Grenadines,VCT,..,3.06081066,3.21642802,2.94767296,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Sudan,SDN,..,1.22390625,1.73546999,1.96590813,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Suriname,SUR,..,4.06914619,2.28806084,3.30599208,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Sweden,SWE,..,..,6.9489323,9.2130952,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Switzerland,CHE,..,..,7.46861588,8.52751296,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Syrian Arab Republic,SYR,..,1.61930321,1.52594254,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Tajikistan,TJK,..,0.89547531,1.28104337,1.93065087,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Tanzania,TZA,..,1.21664375,2.25193407,2.16161168,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Thailand,THA,..,1.85082079,2.76432729,2.90707959,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Timor-Leste,TLS,..,..,0.67968941,1.93507307,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Togo,TGO,..,0.45129817,1.67898303,1.86182983,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Tonga,TON,..,2.30046739,2.83936855,2.77465202,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Trinidad and Tobago,TTO,..,1.71758382,2.91866978,3.23401094,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Tunisia,TUN,..,2.65892366,3.28053444,3.79517967,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Turkey,TUR,..,..,..,3.23359468,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Turkmenistan,TKM,..,3.21462761,1.20167793,1.49788431,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Tuvalu,TUV,..,24.11335417,13.94285714,14.39534884,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Uganda,UGA,..,1.94300551,1.44657642,0.98077239,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ukraine,UKR,..,2.51132539,3.68650514,2.84672664,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,United Arab Emirates,ARE,..,2.40504232,2.7841556,2.4694903,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,United Kingdom,GBR,..,4.9172946,7.2140488,7.93614049,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,United States,USA,..,5.52425093,7.95676912,8.47802939,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Uruguay,URY,..,4.15722027,5.15671401,6.43990775,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Uzbekistan,UZB,..,2.51569082,2.73695073,3.33212862,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Vanuatu,VUT,..,0.86325336,1.23906054,2.94808828,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Venezuela, RB",VEN,..,1.82786686,1.79396958,1.50730642,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Vietnam,VNM,..,1.9845843,2.59192292,2.36332687,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Yemen, Rep.",YEM,..,2.10381145,1.16217061,0.60917826,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Zambia,ZMB,..,2.18584159,0.59858082,1.95754376,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Zimbabwe,ZWE,..,..,2.16852772,2.14783015,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Afghanistan,AFG,..,..,8.56967118,10.29759481,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Albania,ALB,..,6.76132337,5.03476136,6.82443871,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Algeria,DZA,..,3.48902103,5.11716997,7.05668786,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,American Samoa,ASM,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Andorra,AND,..,9.34810142,11.56620393,11.97477605,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Angola,AGO,..,2.50364987,2.74149872,2.94697845,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Antigua and Barbuda,ATG,..,4.06358087,5.54808738,4.8439976,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Argentina,ARG,..,5.03325842,6.75599601,6.83453274,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Armenia,ARM,..,6.5052226,5.2641816,10.14083813,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Aruba,ABW,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Australia,AUS,..,7.6033117,8.46778244,9.44533327,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Austria,AUT,..,9.22142994,10.11228382,10.31988167,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Azerbaijan,AZE,..,3.83660117,4.90651632,6.67801847,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Bahamas, The",BHS,..,5.10465948,7.44666594,7.36430256,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bahrain,BHR,..,3.42253171,3.28622345,5.15597207,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bangladesh,BGD,..,2.40333094,2.68101159,2.63947252,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Barbados,BRB,..,5.22861718,6.93276105,7.45704335,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belarus,BLR,..,5.4694793,5.25358456,6.11132497,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belgium,BEL,..,7.94200339,9.91800872,10.47712841,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belize,BLZ,..,3.94179346,5.81318245,6.21022542,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Benin,BEN,..,4.27257948,4.11092841,3.99190103,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bermuda,BMU,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bhutan,BTN,..,4.18829875,3.18004807,3.48610414,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bolivia,BOL,..,4.32344063,5.09674297,6.41118015,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bosnia and Herzegovina,BIH,..,7.12181597,9.04325212,9.38256029,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Botswana,BWA,..,5.81746631,5.58384014,5.97091586,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brazil,BRA,..,8.37241148,7.97347399,8.91148377,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brunei Darussalam,BRN,..,2.54324771,2.278261,2.62277523,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bulgaria,BGR,..,5.8708527,7.10581466,8.20309288,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burkina Faso,BFA,..,3.31816107,5.8929595,5.446772,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burundi,BDI,..,6.75838705,11.27638905,8.24294928,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cabo Verde,CPV,..,4.84605667,4.47557722,4.84722016,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cambodia,KHM,..,6.40363453,6.93072062,5.98226009,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cameroon,CMR,..,4.32391142,4.98464054,5.11302542,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Canada,CAN,..,8.27570121,10.56224303,10.43562237,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Central African Republic,CAF,..,3.50972319,3.79947257,4.77627738,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chad,TCD,..,6.16996616,4.06953414,4.57628264,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chile,CHL,..,7.03517653,6.77489386,8.07108586,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,China,CHN,..,4.48986941,4.45772172,5.31586777,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Colombia,COL,..,5.47484898,6.14410853,6.19132764,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Comoros,COM,..,12.11941289,8.7496296,8.04626019,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Dem. Rep.",COD,..,1.43925405,4.04224116,4.2713599,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Rep.",COG,..,1.69392456,2.02563055,3.43391175,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Costa Rica,CRI,..,6.54154901,8.0964391,8.14558457,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cote d'Ivoire,CIV,..,5.67228313,6.1470739,5.43583318,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Croatia,HRV,..,7.66469802,8.12300034,7.40361536,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cuba,CUB,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Curacao,CUW,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cyprus,CYP,..,5.312016,6.27779476,6.76967432,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Czech Republic,CZE,..,5.73385062,6.94350531,7.30822225,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Denmark,DNK,..,8.1043807,10.37557581,10.32620701,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Djibouti,DJI,..,4.1253036,4.29711004,4.38930145,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Dominica,DMA,..,4.67682543,5.06136278,5.42679909,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Dominican Republic,DOM,..,4.17716215,5.59167671,6.22404145,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ecuador,ECU,..,3.31536168,7.51893051,8.5431596,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Egypt, Arab Rep.",EGY,..,5.17583064,4.36683865,4.17154673,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,El Salvador,SLV,..,7.98760478,6.91464775,6.91453064,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Equatorial Guinea,GNQ,..,2.5080417,1.53191787,2.6970827,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Eritrea,ERI,..,5.64497859,3.67293802,3.31743337,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Estonia,EST,..,5.16448435,6.33367988,6.51253969,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Eswatini,SWZ,..,4.60745936,8.20718748,7.04291105,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ethiopia,ETH,..,4.39670675,5.5414362,4.04684368,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Fiji,FJI,..,3.7090631,3.57552919,3.55412007,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Finland,FIN,..,6.83650274,8.86869375,9.44569068,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,France,FRA,..,9.5411273,10.71304671,11.0664428,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Gabon,GAB,..,2.89983318,2.47556916,2.67891653,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Gambia, The",GMB,..,3.6199563,5.73596691,6.74591261,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Georgia,GEO,..,7.39698825,9.54538881,7.93235924,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Germany,DEU,..,9.83968665,11.03489841,11.15156851,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ghana,GHA,..,5.10171225,6.51719422,5.90823662,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Greece,GRC,..,7.2433243,9.560039,8.38483836,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Grenada,GRD,..,5.10058257,6.13029735,4.99637414,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guam,GUM,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guatemala,GTM,..,5.18287921,6.41021396,5.71638638,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guinea,GIN,..,4.98586671,4.44460426,4.53653174,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guinea-Bissau,GNB,..,6.29487468,6.15926581,6.87939957,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guyana,GUY,..,4.38132344,4.64513283,4.47959547,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Haiti,HTI,..,6.90834262,10.21646382,6.86828112,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Honduras,HND,..,6.25948158,8.22617319,7.59248549,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Hungary,HUN,..,6.77932589,7.55835933,7.23613379,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Iceland,ISL,..,9.00871741,8.8083617,8.6091496,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,India,IND,..,4.1790685,3.27212144,3.88825688,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Indonesia,IDN,..,2.00539907,3.45246938,3.34743137,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Iran, Islamic Rep.",IRN,..,5.23884734,7.77940426,7.59492036,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Iraq,IRQ,..,..,3.30276123,3.39701631,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ireland,IRL,..,5.90515553,10.5408639,7.76144215,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Israel,ISR,..,6.80213165,7.05179319,7.4313808,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Italy,ITA,..,7.58037235,8.95361182,8.99632037,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Jamaica,JAM,..,5.79903818,5.37769668,5.92552565,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Japan,JPN,..,7.15091301,9.15677291,10.89815618,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Jordan,JOR,..,9.63542101,8.06029139,6.28439713,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kazakhstan,KAZ,..,4.17695259,4.20254275,3.88047502,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kenya,KEN,..,5.24873192,6.40026309,5.22017671,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kiribati,KIR,..,8.645,9.3739521,7.61327578,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Korea, Rep.",KOR,..,3.99853252,6.50482489,7.39052728,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kuwait,KWT,..,2.51506011,2.75702785,4.03326864,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kyrgyz Republic,KGZ,..,4.41415651,7.0793229,8.21788363,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lao PDR,LAO,..,4.70264686,3.19253201,2.80561369,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latvia,LVA,..,7.9132163,8.6271369,5.76059881,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lebanon,LBN,..,10.67522173,7.52354651,7.43147196,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lesotho,LSO,..,5.78127997,6.24850681,8.36260694,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Liberia,LBR,..,3.8205154,9.97967465,15.18650331,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Libya,LBY,..,3.42542057,3.36638775,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lithuania,LTU,..,5.82726171,6.8146869,6.51478014,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Luxembourg,LUX,..,5.90140125,7.03065126,6.04774196,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Macedonia, FYR",MKD,..,3.8593422,7.00891621,6.09170828,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Madagascar,MDG,..,5.34605251,5.36737154,5.23778965,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malawi,MWI,..,4.35275504,7.24141347,9.33097184,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malaysia,MYS,..,2.43474999,3.32926452,3.99868581,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Maldives,MDV,..,7.3535058,9.31557715,11.49687913,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mali,MLI,..,5.10262867,4.42826054,5.79663385,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Malta,MLT,..,6.53913569,8.2099066,9.61684153,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Marshall Islands,MHL,..,25.15146486,19.30102848,22.11608212,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mauritania,MRT,..,4.46275632,3.33470142,4.63981866,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mauritius,MUS,..,3.02370774,4.71432066,5.53717104,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mexico,MEX,..,4.85635046,6.01995175,5.86449037,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,7.73192735,12.94466667,13.09149841,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Moldova,MDA,..,5.81154132,12.15822824,10.17682846,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Monaco,MCO,..,1.7343144,2.33102321,2.03063504,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mongolia,MNG,..,5.48775821,4.17872934,3.86991881,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Montenegro,MNE,..,6.7433223,5.85572344,5.97029617,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Morocco,MAR,..,3.97807296,5.86408866,5.52786362,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Mozambique,MOZ,..,3.71452574,5.11829814,5.35312059,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Myanmar,MMR,..,1.83716663,1.85601806,4.94925346,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Namibia,NAM,..,11.54233402,9.4673763,8.92994795,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nauru,NRU,..,13.49695302,10.66173733,4.84315363,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nepal,NPL,..,3.57357397,4.97475029,6.14698721,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Netherlands,NLD,..,7.05640527,10.40288039,10.6902779,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,New Caledonia,NCL,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,New Zealand,NZL,..,7.47008461,9.65892554,9.34035114,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nicaragua,NIC,..,5.21518932,6.50757169,7.80707539,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Niger,NER,..,5.65139702,6.24818284,7.1651979,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Nigeria,NGA,..,2.6376687,3.26890232,3.56466763,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Norway,NOR,..,7.70907084,8.91031158,9.97554719,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Oman,OMN,..,3.07275935,2.74407857,3.82790443,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Pakistan,PAK,..,3.08569242,2.59675862,2.6894981,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Palau,PLW,..,9.46163362,11.5455213,10.64553884,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Panama,PAN,..,7.45148813,6.63709846,7.00916167,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Papua New Guinea,PNG,..,3.03029171,3.0911841,3.76825627,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Paraguay,PRY,..,5.75525625,6.22590623,7.81978726,..,..,..
